@relation metaData_small_allPerformanceValues

@attribute 'OpenML Data Set ID' numeric
@attribute NumberOfInstances numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute MajorityClassPercentage numeric
@attribute MinorityClassPercentage numeric
@attribute AutoCorrelation numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute CardinalityAtTwo numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtFour numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
746,250,26,2,0.104,0,0,0,0,25,1,1,0.961538,0.038462,0.038462,143,107,0.572,0.428,0.514056,0,1,-1.197221,0.022862,-0,1,-1.343702,-0.221787,0,1,-0.79503,0.198255,-0,1,-1.259352,-0.039563,-0,1,-1.230945,0.025855,0,1,-1.15979,0.095993,2,2,2,0,0.563493,0.424,0.127888,0.610483,0.432,0.119776,0.623195,0.44,0.167927,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.767597,0.26,0.469613,0.7392,0.276,0.432976,0.66842,0.308,0.348738,0.767597,0.26,0.469613,0.7392,0.276,0.432976,0.66842,0.308,0.348738,0.767597,0.26,0.469613,0.7392,0.276,0.432976,0.66842,0.308,0.348738,250,0,250,250,2,0,2,2,62500,15625000,3906250000,81.111111,64.166667,0,60.555556,55,57.777778,58.888889,59.166667,61.944444,51.111111,57.777778,81.666667,85.555556,69.722222,81.666667,56.944444,68.611111,84.444444,82.777778,86.666667,71.666667,86.111111
40682,215,6,3,0.027907,0,0,0,0,5,1,0,0.833333,0.166667,0,150,30,0.697674,0.139535,0.990654,25.70586,6.690169,14.473016,2.660062,2.050233,1.419486,1.593079,-0.505935,109.595349,13.145447,36.849606,5.492283,2.465116,3.058424,1.613709,0.263044,4.19907,6.118031,11.518668,3.008418,59.7,10.607983,28.809496,4.882903,3,3,3,0,0.889481,0.074419,0.829619,0.995278,0.04186,0.907879,0.709412,0.237209,0.41691,0.910752,0.097674,0.791983,0.910752,0.097674,0.791983,0.910752,0.097674,0.791983,0.910752,0.097674,0.791983,0.877362,0.130233,0.714692,0.899434,0.069767,0.842913,0.910752,0.097674,0.791983,0.877362,0.130233,0.714692,0.899434,0.069767,0.842913,0.910752,0.097674,0.791983,0.877362,0.130233,0.714692,0.899434,0.069767,0.842913,66.8,24.273442,47,100,3,0,3,3,8500,467500,21972500,95.409836,97.04918,0,96.065574,96.721311,0,88.52459,95.409836,0,97.377049,93.770492,92.786885,93.114754,90.491803,94.42623,72.131148,79.344262,93.114754,95.409836,96.393443,93.114754,92.131148
747,167,5,2,0.02994,0,0,0,0,0,5,1,0,1,0.2,129,38,0.772455,0.227545,0.662651,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,2,4.2,1.30384,0.9629,0.107784,0.698979,0.950952,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.971542,0.077844,0.780596,0.844349,0.149701,0.570164,0.953488,0.071856,0.816079,0.971542,0.077844,0.780596,0.844349,0.149701,0.570164,0.953488,0.071856,0.816079,0.971542,0.077844,0.780596,0.844349,0.149701,0.570164,?,?,?,?,4.2,1.30384,2,5,25,125,500,91.914894,91.914894,0,92.765957,92.765957,91.914894,91.489362,93.191489,88.93617,92.765957,92.765957,90.638298,91.914894,91.914894,92.340426,78.723404,91.914894,91.914894,93.191489,91.489362,91.489362,89.787234
40683,88,9,2,0.102273,0,0,0,0,0,9,3,0,1,0.333333,64,24,0.727273,0.272727,0.643678,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,2,2.888889,0.927961,0.416992,0.363636,-0.157895,0.457386,0.284091,0.014337,0.457031,0.295455,-0.043796,0.5,0.272727,0,0.5,0.272727,0,0.5,0.272727,0,0.480469,0.284091,-0.022305,0.5,0.272727,0,0.500651,0.340909,-0.085526,0.480469,0.284091,-0.022305,0.5,0.272727,0,0.500651,0.340909,-0.085526,0.480469,0.284091,-0.022305,0.5,0.272727,0,0.500651,0.340909,-0.085526,?,?,?,?,2.888889,0.927961,2,5,15,45,135,67.5,67.5,0,66.666667,64.166667,70.833333,72.5,73.333333,72.5,64.166667,63.333333,71.666667,73.333333,72.5,65.833333,75,72.5,72.5,73.333333,67.5,60.833333,75
748,163,6,2,0.03681,0,0,0,0,3,3,3,0.5,0.5,0.5,116,47,0.711656,0.288344,0.993827,82.049931,78.130447,3.695593,1.172076,4.867583,1.207605,-0.537133,-0.527554,227.380368,208.602499,11.014722,2.979202,4.867583,1.207605,-0.537133,-0.527554,13.90184,24.581237,0.60919,1.06458,227.380368,208.602499,11.014722,2.979202,2,2,2,0,0.710473,0.245399,0.402054,0.807685,0.269939,0.366319,0.717993,0.319018,0.181221,0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.776412,0.257669,0.416468,0.742938,0.282209,0.285224,0.758254,0.226994,0.482895,0.776412,0.257669,0.416468,0.742938,0.282209,0.285224,0.758254,0.226994,0.482895,0.776412,0.257669,0.416468,0.742938,0.282209,0.285224,0.758254,0.226994,0.482895,104.666667,50.806824,46,134,2,0,2,2,17956,825976,1651952,66.521739,73.478261,0,74.347826,74.782609,71.73913,70,72.608696,73.043478,70.869565,73.478261,71.73913,73.043478,68.695652,73.478261,71.73913,67.826087,69.130435,71.304348,73.913043,69.565217,72.608696
749,500,6,2,0.012,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,263,237,0.526,0.474,0.503006,-0,1,-0.255912,0.421304,-0,1,-1.217562,-0.022743,0,1,1.748098,1.366958,-0,1,-1.20999,-0.014436,0,1,-0.66622,0.037653,0,1,0.90332,1.048869,2,2,2,0,0.863214,0.136,0.727035,0.669827,0.358,0.284,0.682141,0.304,0.386513,0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.849505,0.14,0.718772,0.857791,0.154,0.690843,0.834071,0.166,0.667447,0.849505,0.14,0.718772,0.857791,0.154,0.690843,0.834071,0.166,0.667447,0.849505,0.14,0.718772,0.857791,0.154,0.690843,0.834071,0.166,0.667447,500,0,500,500,2,0,2,2,250000,125000000,62500000000,82.857143,65.170068,0,65.714286,92.789116,66.530612,64.489796,65.306122,65.578231,87.210884,85.85034,82.721088,85.306122,74.14966,83.401361,52.380952,71.156463,84.217687,89.251701,89.387755,83.673469,84.761905
750,500,8,2,0.016,0,0,0,0,7,1,1,0.875,0.125,0.125,254,246,0.508,0.492,0.517034,23.99629,14.797873,0.498999,-0.045623,0.1548,0.886808,-1.167315,-0.913561,141.091,85.510774,4.622818,0.823899,0.787,0.988631,-1.002653,-0.307187,3.270929,1.860612,0.27107,-0.071157,12.446,6.857487,0.593784,0.461476,2,2,2,0,0.555886,0.444,0.111773,0.510163,0.482,0.032843,0.526383,0.474,0.047917,0.5,0.492,0,0.5,0.492,0,0.5,0.492,0,0.52319,0.48,0.031196,0.545372,0.452,0.092981,0.534489,0.466,0.068894,0.52319,0.48,0.031196,0.545372,0.452,0.092981,0.534489,0.466,0.068894,0.52319,0.48,0.031196,0.545372,0.452,0.092981,0.534489,0.466,0.068894,187.142857,163.283423,24,456,2,0,2,2,161424,35190432,4117280544,51.020408,54.829932,0,48.435374,54.693878,49.795918,51.156463,48.707483,50.47619,57.278912,58.367347,51.020408,56.462585,56.326531,53.469388,51.020408,51.020408,52.380952,53.741497,59.319728,54.693878,54.965986
40686,315,13,5,0.04127,0,0,0,0,0,13,7,0,1,0.538462,88,21,0.279365,0.066667,0.302548,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,2,3,1.354006,0.866581,0.298413,0.61285,0.887946,0.326984,0.5785,0.745348,0.51746,0.296422,0.881877,0.269841,0.649849,0.881877,0.269841,0.649849,0.881877,0.269841,0.649849,0.869621,0.32381,0.577726,0.88972,0.257143,0.663914,0.82554,0.301587,0.61061,0.869621,0.32381,0.577726,0.88972,0.257143,0.663914,0.82554,0.301587,0.61061,0.869621,0.32381,0.577726,0.88972,0.257143,0.663914,0.82554,0.301587,0.61061,?,?,?,?,3,1.354006,2,6,30,120,480,71.034483,68.275862,0,75.172414,72.183908,0,73.563218,71.034483,0,70.574713,71.724138,73.563218,73.563218,54.942529,74.252874,28.735632,49.425287,74.942529,71.034483,73.563218,69.655172,76.321839
751,1000,11,2,0.011,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,560,440,0.56,0.44,0.508509,-0,1,-0.585946,0.306202,-0,1,-1.252233,-0.04554,-0,1,1.905302,1.413,-0,1,-1.246986,0.006364,-0,1,-1.210656,0.033522,-0,1,0.174027,0.76531,2,2,2,0,0.727841,0.271,0.453144,0.698616,0.347,0.287006,0.70767,0.282,0.424959,0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.828127,0.174,0.646571,0.860112,0.164,0.669461,0.80349,0.192,0.609057,0.828127,0.174,0.646571,0.860112,0.164,0.669461,0.80349,0.192,0.609057,0.828127,0.174,0.646571,0.860112,0.164,0.669461,0.80349,0.192,0.609057,999.8,0.421637,999,1000,2,0,2,2,1000000,1000000000,1000000000000,81.677852,63.758389,0,63.221477,90,62.013423,62.818792,61.543624,61.744966,73.288591,73.422819,83.758389,84.161074,76.845638,82.214765,56.040268,70.805369,85.90604,87.38255,89.798658,82.147651,84.42953
753,194,33,2,0.170103,0,0,0,0,32,1,1,0.969697,0.030303,0.030303,104,90,0.536082,0.463918,0.626943,87.548436,33.35989,2.833454,1.13939,0.004004,0.00195,-0.256932,-0.130108,1401.756701,587.040705,26.298915,3.901575,0.0878,0.021075,0.462256,0.613323,0.343409,0.119798,1.739979,1.066936,20.093814,4.312889,3.812148,1.627528,2,2,2,0,0.563248,0.43299,0.126875,0.599441,0.427835,0.15315,0.543162,0.489691,0.069098,0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.581197,0.43299,0.146091,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,0.581197,0.43299,0.146091,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,0.581197,0.43299,0.146091,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,175.40625,38.59455,22,193,2,0,2,2,37249,7151808,1373147136,51.428571,55.714286,54.285714,52.857143,51.071429,60.357143,60.714286,57.857143,53.928571,54.642857,50.357143,51.428571,55.357143,50.714286,52.857143,53.571429,55,50.714286,57.857143,54.285714,49.285714,56.428571
754,100,6,2,0.06,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,54,46,0.54,0.46,0.565657,-0,1,-1.06634,0.015741,-0,1,-1.328293,-0.133308,0,1,-0.907896,0.354942,-0,1,-1.23307,-0.131242,-0,1,-0.990875,-0.053925,0,1,-0.937343,0.197557,2,2,2,0,0.818841,0.18,0.637681,0.957729,0.11,0.778226,0.688205,0.31,0.354167,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.777778,0.34,0.31562,0.724839,0.27,0.444901,0.690419,0.31,0.379006,0.777778,0.34,0.31562,0.724839,0.27,0.444901,0.690419,0.31,0.379006,0.777778,0.34,0.31562,0.724839,0.27,0.444901,0.690419,0.31,0.379006,100,0,100,100,2,0,2,2,10000,1000000,100000000,74.814815,88.888889,0,80.740741,81.481481,80.740741,80,80.740741,81.481481,87.407407,84.444444,68.148148,74.814815,61.481481,71.851852,55.555556,68.888889,69.62963,80.740741,81.481481,76.296296,66.666667
40690,512,10,2,0.019531,0,0,0,0,0,10,10,0,1,1,274,238,0.535156,0.464844,0.493151,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2,2,0,0.955231,0.115234,0.766906,0.862479,0.236328,0.524076,0.596593,0.410156,0.179688,0.940716,0.117188,0.763547,0.940716,0.117188,0.763547,0.940716,0.117188,0.763547,0.957071,0.080078,0.83927,0.973172,0.072266,0.853497,0.887091,0.115234,0.769721,0.957071,0.080078,0.83927,0.973172,0.072266,0.853497,0.887091,0.115234,0.769721,0.957071,0.080078,0.83927,0.973172,0.072266,0.853497,0.887091,0.115234,0.769721,?,?,?,?,2,0,2,2,4,8,16,78.675497,78.543046,0,78.807947,96.291391,78.278146,77.483444,78.145695,77.086093,96.15894,97.483444,78.807947,100,62.251656,98.013245,53.642384,62.251656,97.483444,97.748344,99.337748,93.112583,95.231788
755,62,6,2,0.096774,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,31,31,0.5,0.5,0.57377,88.093548,11.714103,0.10955,-0.111365,12.322581,2.907166,-0.370754,-0.513638,115.629032,15.970988,0.512319,0.239094,49.112903,7.958615,-0.219022,-0.44255,112.129032,13.032411,0.215805,-0.00575,115.056452,14.810437,0.384994,0.167013,2,2,2,0,0.66129,0.33871,0.322581,0.817898,0.290323,0.419355,0.78564,0.274194,0.451613,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.722685,0.274194,0.451613,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,0.722685,0.274194,0.451613,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,0.722685,0.274194,0.451613,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,31,9.565563,14,37,2,0,2,2,1295,45325,1541050,76.25,63.75,61.25,76.25,71.25,68.75,68.75,76.25,57.5,67.5,62.5,73.75,72.5,63.75,72.5,50,75,72.5,76.25,71.25,75,78.75
756,159,16,2,0.100629,0,0,0,0,15,1,1,0.9375,0.0625,0.0625,105,54,0.660377,0.339623,0.873418,558.492797,72.242346,0.954092,0.627396,0.735849,0.267336,-0.823175,-0.992743,5113.836478,481.941321,5.72579,2.710242,10.161132,1.947883,-0.207685,0.148252,65.607547,6.097142,0.62317,0.733666,121.132075,30.718583,1.149276,0.916663,2,2,2,0,0.95388,0.050314,0.88472,0.98836,0.056604,0.874375,0.947619,0.056604,0.872084,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,40.466667,29.208283,6,136,2,0,2,2,7616,388416,18643968,96.888889,94.666667,0,93.333333,97.777778,98.222222,96,96.444444,72.888889,96,96.444444,95.555556,95.111111,92,96,66.666667,94.222222,96.444444,96.444444,98.222222,97.333333,93.777778
757,528,22,2,0.041667,264,504,0.5,0.043388,19,3,1,0.863636,0.136364,0.045455,474,54,0.897727,0.102273,0.829222,812.104878,1053.15048,3.757941,1.543506,0.136364,0.152942,-1.582755,-1.513653,10734.181818,14247.300659,13.985756,3.833076,0.700673,0.328075,-0.370401,0.043772,1.871577,1.750721,1.947689,1.732065,22.667173,36.040113,8.028463,2.740415,24,2,16,12.165525,0.725387,0.102273,0,0.778454,0.263258,0.256052,0.648676,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.64053,0.104167,0.165805,0.715053,0.102273,0,0.5,0.102273,0,0.64053,0.104167,0.165805,0.715053,0.102273,0,0.5,0.102273,0,0.64053,0.104167,0.165805,0.715053,0.102273,0,17.315789,6.360054,2,22,16,12.165525,2,24,528,11616,255552,74.74359,70.897436,0,90.384615,89.102564,90,90.128205,91.153846,90.384615,88.461538,88.461538,89.487179,89.615385,88.461538,89.487179,90.384615,89.615385,90.384615,91.025641,90.641026,88.589744,88.461538
40693,973,10,2,0.010277,0,0,0,0,0,10,10,0,1,1,651,322,0.669065,0.330935,0.585391,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2,2,0,0.999585,0.014388,0.967251,0.861641,0.186023,0.551413,0.575324,0.330935,0,0.956572,0.052415,0.877702,0.956572,0.052415,0.877702,0.956572,0.052415,0.877702,0.992916,0.020555,0.953364,0.985462,0.024666,0.943231,0.938973,0.059609,0.86706,0.992916,0.020555,0.953364,0.985462,0.024666,0.943231,0.938973,0.059609,0.86706,0.992916,0.020555,0.953364,0.985462,0.024666,0.943231,0.938973,0.059609,0.86706,?,?,?,?,2,0,2,2,4,8,16,81.799308,81.799308,0,82.214533,99.238754,80.761246,78.685121,82.145329,80.415225,99.377163,99.446367,90.242215,100,67.128028,100,67.128028,67.128028,98.615917,99.031142,100,97.439446,98.615917
758,67,16,2,0.238806,0,0,0,0,14,2,1,0.875,0.125,0.0625,49,18,0.731343,0.268657,0.69697,18328.496802,27710.016479,21.92765,3.951876,19.029851,37.404944,3.307798,1.885013,88978.074627,131680.780819,66.97761,8.183338,56.391791,289.183622,4.785982,2.105276,860.977612,1614.186356,9.605233,3.002554,39290.16791,59246.861659,39.318134,5.769961,67,2,34.5,45.961941,0.933673,0.059701,0.848073,0.97262,0.074627,0.81337,0.896259,0.074627,0.806694,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.494898,0.268657,0,0.846372,0.119403,0.685076,0.913832,0.074627,0.81337,0.494898,0.268657,0,0.846372,0.119403,0.685076,0.913832,0.074627,0.81337,0.494898,0.268657,0,0.846372,0.119403,0.685076,53,17.528,20,67,34.5,45.961941,2,67,4489,300763,20151121,95.294118,95.294118,0,92.941176,95.294118,95.294118,96.470588,97.647059,23.529412,97.647059,81.176471,95.294118,95.294118,76.470588,94.117647,76.470588,95.294118,94.117647,97.647059,98.823529,91.764706,76.470588
759,66,13,2,0.19697,0,0,0,0,11,2,1,0.846154,0.153846,0.076923,33,33,0.5,0.5,0.738462,45455.770484,122247.868951,8.765471,2.346361,1.765937,1.246154,-0.829089,-0.027665,430533.757576,1149215.334795,27.925031,5.184801,4.530303,1.971671,0.537995,0.33303,11.286241,7.528857,7.590111,2.668033,154.681818,146.550297,9.616249,2.875255,66,2,34,45.254834,0.742424,0.257576,0.484848,0.938476,0.19697,0.606061,1,0,1,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.484848,0.515152,-0.030303,0.833333,0.166667,0.666667,0.969697,0.030303,0.939394,0.484848,0.515152,-0.030303,0.833333,0.166667,0.666667,0.969697,0.030303,0.939394,0.484848,0.515152,-0.030303,0.833333,0.166667,0.666667,41,22.702423,16,66,34,45.254834,2,66,4356,287496,18974736,85,82.5,0,88.75,85,83.75,86.25,98.75,51.25,82.5,63.75,100,98.75,50,96.25,50,100,96.25,98.75,97.5,78.75,50
760,31,17,2,0.548387,25,150,0.806452,0.28463,16,1,1,0.941176,0.058824,0.058824,27,4,0.870968,0.129032,0.766667,8.878731,4.935409,2.632411,1.206041,0.258065,0.018842,-1.2,-1.038195,66.258065,24.500786,14.489616,3.536425,0.959677,0.881531,-0.007643,0.248912,2.314677,1.922566,1.842432,1.343838,11.576613,8.222212,3.439716,1.81189,2,2,2,0,0.490741,0.129032,0,0.542712,0.258065,0.053435,0.847222,0.064516,0.712963,0.824074,0.129032,0.425926,0.824074,0.129032,0.425926,0.824074,0.129032,0.425926,0.944444,0.064516,0.763359,0.490741,0.129032,0,0.856481,0.064516,0.712963,0.944444,0.064516,0.763359,0.490741,0.129032,0,0.856481,0.064516,0.712963,0.944444,0.064516,0.763359,0.490741,0.129032,0,0.856481,0.064516,0.712963,10.3125,9.56186,3,31,2,0,2,2,961,21142,359414,90,85,0,90,90,87.5,90,95,85,87.5,85,90,95,95,92.5,87.5,95,92.5,95,85,87.5,87.5
762,100,11,2,0.11,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,55,45,0.55,0.45,0.505051,0,1,-0.93003,0.168821,-0,1,-1.356912,-0.192621,0,1,0.825027,0.901631,0,1,-1.306744,-0.005139,0,1,-1.166267,0.11246,0,1,-0.848262,0.269834,2,2,2,0,0.571717,0.42,0.144603,0.752323,0.27,0.462151,0.685859,0.26,0.463918,0.69899,0.34,0.326733,0.69899,0.34,0.326733,0.69899,0.34,0.326733,0.692525,0.33,0.342629,0.773939,0.21,0.578313,0.656566,0.34,0.313131,0.692525,0.33,0.342629,0.773939,0.21,0.578313,0.656566,0.34,0.313131,0.692525,0.33,0.342629,0.773939,0.21,0.578313,0.656566,0.34,0.313131,100,0,100,100,2,0,2,2,10000,1000000,100000000,77.037037,74.074074,0,71.111111,68.148148,74.074074,73.333333,75.555556,65.925926,62.222222,67.407407,77.037037,74.074074,74.814815,74.814815,55.555556,72.592593,72.592593,75.555556,77.037037,67.407407,71.111111
40698,699,11,2,0.015737,0,0,0,0,2,9,1,0.181818,0.818182,0.090909,458,241,0.655222,0.344778,0.972779,535852.758226,308549.114841,130.554403,7.870955,1.41774,2.499862,3.391648,2.066583,1071704.098712,617095.729819,257.717159,13.675326,1.41774,2.499862,3.391648,2.066583,535852.758226,308549.114841,130.554403,7.870955,1071704.098712,617095.729819,257.717159,13.675326,10,2,9,2.645751,0.934498,0.060086,0.865424,0.988757,0.030043,0.934217,0.890938,0.134478,0.721008,0.964191,0.064378,0.858762,0.964191,0.064378,0.858762,0.964191,0.064378,0.858762,0.967634,0.067239,0.851617,0.965908,0.060086,0.867012,0.91034,0.110157,0.754012,0.967634,0.067239,0.851617,0.965908,0.060086,0.867012,0.91034,0.110157,0.754012,0.967634,0.067239,0.851617,0.965908,0.060086,0.867012,0.91034,0.110157,0.754012,328,448.305699,11,645,9,2.645751,2,10,7095,70950,709500,97.294686,96.908213,0,90.917874,96.811594,94.009662,96.038647,94.782609,65.700483,94.396135,73.913043,91.207729,94.10628,92.173913,94.299517,65.700483,89.275362,95.169082,94.782609,95.748792,92.270531,92.94686
